"source","target","type","label"
"Sahib Shihab","Art Farmer","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sahib Shihab","Curtis Fuller","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sahib Shihab","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sahib Shihab","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Wynton Kelly","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Philly Joe Jones","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Art Farmer","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Curtis Fuller","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Sam Jones","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Wynton Kelly","Philly Joe Jones","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Wynton Kelly","Art Farmer","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Wynton Kelly","Curtis Fuller","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Wynton Kelly","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Wynton Kelly","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Philly Joe Jones","Art Farmer","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Philly Joe Jones","Curtis Fuller","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Philly Joe Jones","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Philly Joe Jones","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Art Farmer","Curtis Fuller","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Art Farmer","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Art Farmer","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Curtis Fuller","Benny Golson","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Curtis Fuller","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Benny Golson","Abbey Lincoln","undirected","August 15, 1958, Reeves Sound Studios, New York City"
"Max Roach","Paul Chambers","undirected","October 28, 1957, New York City"
"Max Roach","Kenny Dorham","undirected","October 28, 1957, New York City"
"Max Roach","Sonny Rollins","undirected","October 28, 1957, New York City"
"Max Roach","Wynton Kelly","undirected","October 28, 1957, New York City"
"Max Roach","Abbey Lincoln","undirected","October 28, 1957, New York City"
"Paul Chambers","Kenny Dorham","undirected","October 28, 1957, New York City"
"Paul Chambers","Sonny Rollins","undirected","October 28, 1957, New York City"
"Paul Chambers","Wynton Kelly","undirected","October 28, 1957, New York City"
"Paul Chambers","Abbey Lincoln","undirected","October 28, 1957, New York City"
"Kenny Dorham","Sonny Rollins","undirected","October 28, 1957, New York City"
"Kenny Dorham","Wynton Kelly","undirected","October 28, 1957, New York City"
"Kenny Dorham","Abbey Lincoln","undirected","October 28, 1957, New York City"
"Sonny Rollins","Wynton Kelly","undirected","October 28, 1957, New York City"
"Sonny Rollins","Abbey Lincoln","undirected","October 28, 1957, New York City"
"Wynton Kelly","Abbey Lincoln","undirected","October 28, 1957, New York City"
"Bheki Mseleku","Michael Bowie","undirected","August 19-21, 1993, Power Station, New York City"
"Bheki Mseleku","Marvin 'Smitty' Smith","undirected","August 19-21, 1993, Power Station, New York City"
"Bheki Mseleku","Abbey Lincoln","undirected","August 19-21, 1993, Power Station, New York City"
"Michael Bowie","Marvin 'Smitty' Smith","undirected","August 19-21, 1993, Power Station, New York City"
"Michael Bowie","Abbey Lincoln","undirected","August 19-21, 1993, Power Station, New York City"
"Marvin 'Smitty' Smith","Abbey Lincoln","undirected","August 19-21, 1993, Power Station, New York City"
"Alvester Garnett","Rodney Kendrick","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Alvester Garnett","Michael Bowie","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Alvester Garnett","Abbey Lincoln","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Rodney Kendrick","Michael Bowie","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Rodney Kendrick","Abbey Lincoln","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Michael Bowie","Abbey Lincoln","undirected","March 7, 1994, Schomburg Center For Research In Black Culture, New York City"
"Charlie Haden","J. J. Johnson","undirected","April 6, 1994, Carnegie Hall, New York City"
"Charlie Haden","Hank Jones","undirected","April 6, 1994, Carnegie Hall, New York City"
"Charlie Haden","Al Foster","undirected","April 6, 1994, Carnegie Hall, New York City"
"Charlie Haden","Abbey Lincoln","undirected","April 6, 1994, Carnegie Hall, New York City"
"J. J. Johnson","Hank Jones","undirected","April 6, 1994, Carnegie Hall, New York City"
"J. J. Johnson","Al Foster","undirected","April 6, 1994, Carnegie Hall, New York City"
"J. J. Johnson","Abbey Lincoln","undirected","April 6, 1994, Carnegie Hall, New York City"
"Hank Jones","Al Foster","undirected","April 6, 1994, Carnegie Hall, New York City"
"Hank Jones","Abbey Lincoln","undirected","April 6, 1994, Carnegie Hall, New York City"
"Al Foster","Abbey Lincoln","undirected","April 6, 1994, Carnegie Hall, New York City"
"Anne-Gaelle Bisquay","Christian McBride","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Frédéric Fymard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Charlie Haden","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","John Robinson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Pierre Blanchard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Anne-Gaelle Bisquay","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Frédéric Fymard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Charlie Haden","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","John Robinson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Pierre Blanchard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Christian McBride","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Charlie Haden","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","John Robinson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Pierre Blanchard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Frédéric Fymard","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","John Robinson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Pierre Blanchard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Charlie Haden","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Pierre Blanchard","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"John Robinson","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Julien Lourau","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pierre Blanchard","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Sandra Billingslea","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Julien Lourau","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Marc Gilet","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Sandra Billingslea","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Abbey Lincoln","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Marc Gilet","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Rodney Kendrick","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Abbey Lincoln","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Roy Hargrove","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Rodney Kendrick","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Lucky Peterson","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Roy Hargrove","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Lucky Peterson","Vincent Pagliarin","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Lucky Peterson","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Lucky Peterson","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Lucky Peterson","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Lucky Peterson","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Vincent Pagliarin","Victor Lewis","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Vincent Pagliarin","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Vincent Pagliarin","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Vincent Pagliarin","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Victor Lewis","Pat Metheny","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Victor Lewis","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Victor Lewis","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pat Metheny","Michael Bowie","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Pat Metheny","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Michael Bowie","Kenny Barron","undirected","May 29, August 29, November 7 & 8, 1994, Clinton Recording Studios, New York City"
"Michael Bowie","Marc Cary","undirected","ca.  1996, BET Jazz Central Station TV"
"Michael Bowie","Carter Beauford","undirected","ca.  1996, BET Jazz Central Station TV"
"Michael Bowie","Abbey Lincoln","undirected","ca.  1996, BET Jazz Central Station TV"
"Marc Cary","Carter Beauford","undirected","ca.  1996, BET Jazz Central Station TV"
"Marc Cary","Abbey Lincoln","undirected","ca.  1996, BET Jazz Central Station TV"
"Carter Beauford","Abbey Lincoln","undirected","ca.  1996, BET Jazz Central Station TV"
"Christian McBride","Jesse Davis","undirected","ca.  1996"
"Christian McBride","Nicholas Payton","undirected","ca.  1996"
"Christian McBride","Roy Hargrove","undirected","ca.  1996"
"Christian McBride","Ron Blake","undirected","ca.  1996"
"Christian McBride","Billy Drummond","undirected","ca.  1996"
"Christian McBride","Stephen Scott","undirected","ca.  1996"
"Christian McBride","Abbey Lincoln","undirected","ca.  1996"
"Christian McBride","Mark Whitfield","undirected","ca.  1996"
"Jesse Davis","Nicholas Payton","undirected","ca.  1996"
"Jesse Davis","Roy Hargrove","undirected","ca.  1996"
"Jesse Davis","Ron Blake","undirected","ca.  1996"
"Jesse Davis","Billy Drummond","undirected","ca.  1996"
"Jesse Davis","Stephen Scott","undirected","ca.  1996"
"Jesse Davis","Abbey Lincoln","undirected","ca.  1996"
"Jesse Davis","Mark Whitfield","undirected","ca.  1996"
"Nicholas Payton","Roy Hargrove","undirected","ca.  1996"
"Nicholas Payton","Ron Blake","undirected","ca.  1996"
"Nicholas Payton","Billy Drummond","undirected","ca.  1996"
"Nicholas Payton","Stephen Scott","undirected","ca.  1996"
"Nicholas Payton","Abbey Lincoln","undirected","ca.  1996"
"Nicholas Payton","Mark Whitfield","undirected","ca.  1996"
"Roy Hargrove","Ron Blake","undirected","ca.  1996"
"Roy Hargrove","Billy Drummond","undirected","ca.  1996"
"Roy Hargrove","Stephen Scott","undirected","ca.  1996"
"Roy Hargrove","Abbey Lincoln","undirected","ca.  1996"
"Roy Hargrove","Mark Whitfield","undirected","ca.  1996"
"Ron Blake","Billy Drummond","undirected","ca.  1996"
"Ron Blake","Stephen Scott","undirected","ca.  1996"
"Ron Blake","Abbey Lincoln","undirected","ca.  1996"
"Ron Blake","Mark Whitfield","undirected","ca.  1996"
"Billy Drummond","Stephen Scott","undirected","ca.  1996"
"Billy Drummond","Abbey Lincoln","undirected","ca.  1996"
"Billy Drummond","Mark Whitfield","undirected","ca.  1996"
"Stephen Scott","Abbey Lincoln","undirected","ca.  1996"
"Stephen Scott","Mark Whitfield","undirected","ca.  1996"
"Abbey Lincoln","Mark Whitfield","undirected","ca.  1996"
"Marc Cary","Abbey Lincoln","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Graham Haynes","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Frank Morgan","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Steve Coleman","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Oliver Lake","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Graham Haynes","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Frank Morgan","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
