"source","target","type","label"
"Abbey Lincoln","Steve Coleman","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Oliver Lake","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Frank Morgan","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Steve Coleman","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Oliver Lake","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Graham Haynes","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Steve Coleman","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Oliver Lake","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Frank Morgan","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Oliver Lake","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Steve Coleman","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Alvester Garnett","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Oliver Lake","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Riley T. Bandy III","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Alvester Garnett","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Bazzi Bartholomew Gray","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Riley T. Bandy III","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Rodney Kendrick","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Bazzi Bartholomew Gray","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Arthur Green","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Rodney Kendrick","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","Turu Alexander","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Arthur Green","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Turu Alexander","Justin Robinson","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Turu Alexander","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Turu Alexander","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Turu Alexander","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Turu Alexander","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Justin Robinson","John Ormond","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Justin Robinson","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Justin Robinson","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Justin Robinson","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"John Ormond","Michael Bowie","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"John Ormond","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"John Ormond","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Savion Glover","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Savion Glover","Aaron Walker","undirected","April 6 & 7, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Abbey Lincoln","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Julien Lourau","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Marc Cary","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Michael Bowie","Aaron Walker","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Julien Lourau","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Marc Cary","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Aaron Walker","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Julien Lourau","Marc Cary","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Julien Lourau","Aaron Walker","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Marc Cary","Aaron Walker","undirected","May 19, 1996, Clinton Recording Studios, New York City"
"Abbey Lincoln","Michael Bowie","undirected","June 20, 1996, Iridium, New York City"
"Abbey Lincoln","Marc Cary","undirected","June 20, 1996, Iridium, New York City"
"Abbey Lincoln","Aaron Walker","undirected","June 20, 1996, Iridium, New York City"
"Michael Bowie","Marc Cary","undirected","June 20, 1996, Iridium, New York City"
"Michael Bowie","Aaron Walker","undirected","June 20, 1996, Iridium, New York City"
